cliente_id,idade,tipo_contrato,forma_pagamento,estado_civil,mensalidade_reais,uso_dados_gb,tempo_contrato_meses,chamadas_suporte_12m,reclamacoes_anatel,ruido_sinal_db,codigo_sorteio_promocional,ip_ultimo_acesso_hash,cancelou_plano
CLI-12552,62.5,mensal,Boleto,Casado,37.94,97.2,6,2,1,-4.78,2034,IP-6BA0B,0
CLI-12553,44.7,mensal,Cartao_Credito,Solteiro,248.18,29.1,43,3,1,-14.6,1326,IP-6F026,1
CLI-12554,29.6,Anual,Pix,Solteiro,245.49,68.9,52,2,0,23.3,6352,IP-35E4F,0
CLI-12555,46.4,Anual,Boleto,Solteiro,103.59,33.7,62,2,0,43.43,7722,IP-EC9B6,0
CLI-12556,8.4,Anual,Debito_Automatico,Casado,94.02,16.9,17,1,0,-28.11,6536,IP-C38EF,1
CLI-12557,40.0,MENSAL,Boleto,Solteiro,62.11,17.4,46,0,0,-21.24,1814,IP-67223,0
CLI-12558,43.9,ANUAL,Boleto,Solteiro,102.41,27.8,41,0,1,-12.7,1111,IP-5D411,0
CLI-12559,51.1,mensal,Cartao_Credito,Solteiro,111.43,10.3,13,2,1,-5.1,3728,IP-6A3DB,1
CLI-12560,27.8, Mensal ,Pix,Solteiro,194.62,13.8,6,0,0,21.79,6384,IP-8B4E1,1
CLI-12561,41.0,MENSAL,Cartao_Credito,Solteiro,220.58,36.2,33,0,0,-25.4,5747,IP-AF094,1
CLI-12562,28.9,Bienal,Cartao_Credito,Solteiro,194.28,143.5,4,1,0,-6.78,6259,IP-59780,0
CLI-12563,43.1,Anual,Cartao_Credito,Casado,172.22,43.8,50,1,0,-6.02,3738,IP-8C355,1
CLI-12564,29.3,MENSAL,Cartao_Credito,Solteiro,198.5,28.6,48,1,0,-11.31,9161,IP-A89CC,0
CLI-12565,35.1,Anual,Cartao_Credito,Casado,192.47,17.5,27,2,0,14.86,3845,IP-4628D,1
CLI-12566,28.1,Bienal,Cartao_Credito,Solteiro,134.66,14.8,6,3,0,-6.09,9616,IP-B32D7,1
CLI-12567,47.8,mensal,Pix,Solteiro,103.89,53.3,58,1,0,-40.98,9066,IP-E2C8D,0
CLI-12568,50.3,mensal,Cartao_Credito,Casado,92.21,89.9,63,2,1,-33.85,5022,IP-AAE1F,0
CLI-12569,37.2,Bienal,Pix,Solteiro,179.46,27.9,1,3,0,-3.03,4961,IP-BB92E,1
CLI-12570,40.5,ANUAL,Cartao_Credito,Casado,241.05,41.0,28,3,0,45.55,3406,IP-4841B,1
CLI-12571,22.6,mensal,Boleto,Casado,157.83,60.2,29,0,1,13.06,1489,IP-7E24D,1
CLI-12572,36.4,MENSAL,Boleto,Casado,,7.7,28,0,1,24.16,5400,IP-856DA,1
CLI-12573,39.4,mensal,Debito_Automatico,Solteiro,33.13,24.4,68,3,0,-0.95,6054,IP-893FB,0
CLI-12574,71.4, Mensal ,Pix,Solteiro,204.78,63.9,41,1,1,0.36,3674,IP-8AC77,1
CLI-12575,26.7,Bienal,Boleto,Casado,217.79,56.9,55,1,1,6.17,9869,IP-2F056,0
CLI-12576,57.6,mensal,Pix,Solteiro,168.82,7.5,32,2,1,1.5,7560,IP-40156,1
CLI-12577,52.0,ANUAL,Cartao_Credito,Solteiro,235.49,17.2,69,2,0,4.85,4725,IP-B8B84,1
CLI-12578,43.4, Mensal ,Boleto,Casado,,56.3,22,2,0,27.21,1521,IP-D8859,1
CLI-12579,61.1,MENSAL,Cartao_Credito,Solteiro,82.92,19.2,57,6,0,2.12,4755,IP-3EAD2,1
CLI-12580,44.5, Mensal ,Cartao_Credito,Solteiro,77.46,80.8,22,1,0,-2.29,7015,IP-36A3C,0
CLI-12581,44.7,Anual,Cartao_Credito,Casado,152.28,6.3,66,3,0,40.42,3515,IP-D69D7,1
CLI-12582,39.4,MENSAL,Pix,Divorciado,229.43,14.5,41,3,0,12.66,9778,IP-7E27E,1
CLI-12583,54.7,Anual,Boleto,Casado,45.92,19.9,43,4,0,-44.54,9242,IP-92E89,1
CLI-12584,53.2, Mensal ,Pix,Solteiro,162.97,121.7,34,1,0,-20.56,5385,IP-60445,1
CLI-12585,, Mensal ,Boleto,Casado,199.36,76.6,2,2,0,-32.86,9259,IP-4E15E,1
CLI-12586,24.2, Mensal ,Cartao_Credito,Solteiro,,102.0,59,0,0,13.34,7200,IP-CC802,0
CLI-12587,37.6,mensal,Pix,Solteiro,55.69,31.1,36,2,0,32.89,6987,IP-2C3DD,0
CLI-12588,30.4,Anual,Pix,Casado,110.55,82.8,8,0,0,19.73,4252,IP-C845C,0
CLI-12589,39.2,MENSAL,Debito_Automatico,Solteiro,90.25,91.4,33,2,1,-3.5,4891,IP-811F5,1
CLI-12590,54.8,Anual,Boleto,Solteiro,73.63,28.0,33,3,0,43.78,3971,IP-B479F,1
CLI-12591,34.5,MENSAL,Pix,Divorciado,73.71,238.8,68,1,0,7.46,1329,IP-D578C,0
CLI-12592,39.5,mensal,Pix,Casado,58.75,90.7,18,0,0,22.77,7447,IP-B9584,0
CLI-12593,40.7, Mensal ,Cartao_Credito,Casado,164.39,169.4,64,0,0,9.88,8880,IP-C2C73,0
CLI-12594,50.2, Mensal ,Cartao_Credito,Casado,181.39,95.6,61,1,0,-27.39,5388,IP-CFEF6,0
CLI-12595,13.0,ANUAL,Cartao_Credito,Casado,184.65,72.4,10,1,0,-9.87,8996,IP-288F3,0
CLI-12596,32.7,Anual,Cartao_Credito,Solteiro,147.12,134.6,50,2,1,12.47,5323,IP-CCDD5,1
CLI-12597,42.5, Mensal ,Boleto,Casado,239.64,29.5,22,4,1,8.65,2192,IP-454C3,1
CLI-12598,54.4, Mensal ,Debito_Automatico,Solteiro,223.72,73.8,39,1,2,-3.9,6555,IP-E4A32,1
CLI-12599,,ANUAL,Boleto,Solteiro,,15.8,65,1,1,-10.4,6921,IP-E2063,1
CLI-12600,,Anual,Pix,Casado,115.54,64.4,30,4,1,14.83,4336,IP-92A9B,0
CLI-12601,47.4,Anual,Boleto,Solteiro,223.11,74.2,5,1,3,24.83,9232,IP-C39B6,1
CLI-12602,32.4,mensal,Cartao_Credito,Solteiro,197.83,61.7,26,2,0,6.77,8909,IP-8FCEA,0
CLI-12603,25.7,mensal,Cartao_Credito,Solteiro,104.79,90.3,63,1,0,39.99,4437,IP-B4EDC,0
CLI-12604,32.5,Bienal,Boleto,Solteiro,53.45,29.0,46,6,2,29.8,7777,IP-22122,1
CLI-12605,37.8,Anual,Pix,Divorciado,180.18,40.4,31,6,0,-11.31,6259,IP-C154F,1
CLI-12606,32.7,mensal,Debito_Automatico,Casado,60.02,5.5,41,2,0,19.59,9854,IP-B6EF2,1
CLI-12607,13.5,ANUAL,Cartao_Credito,Casado,94.63,12.1,12,4,0,71.16,9805,IP-618E6,1
CLI-12608,50.8,Anual,Pix,Casado,140.08,51.5,17,2,0,-20.03,6546,IP-A088F,1
CLI-12609,55.3,mensal,Cartao_Credito,Casado,179.57,42.2,18,2,0,15.21,7489,IP-DF09D,1
CLI-12610,47.8,mensal,Boleto,Casado,233.77,14.9,66,2,0,-42.2,7332,IP-6654E,1
CLI-12611,26.3, Mensal ,Boleto,Casado,160.51,17.6,39,4,0,18.56,9223,IP-B7404,1
CLI-12612,37.6, Mensal ,Cartao_Credito,Divorciado,,24.0,33,0,1,23.04,4227,IP-2938B,1
CLI-12613,39.9,Anual,Cartao_Credito,Divorciado,98.2,61.7,8,3,2,-1.45,8296,IP-CA7A9,1
CLI-12614,47.2,mensal,Cartao_Credito,Divorciado,181.2,47.3,26,1,0,-7.17,2287,IP-24E5D,1
CLI-12615,48.0,ANUAL,Cartao_Credito,Casado,126.31,8.2,35,1,0,0.0,5738,IP-BE7C3,1
CLI-12616,31.2,Bienal,Pix,Divorciado,218.52,69.2,57,3,0,-29.77,5651,IP-7EE45,1
CLI-12617,41.0, Mensal ,Cartao_Credito,Solteiro,116.34,18.7,21,0,2,-8.26,5789,IP-AC584,1
CLI-12618,45.5,MENSAL,Boleto,Casado,133.02,55.1,37,4,0,-2.58,7661,IP-9A5C8,0
CLI-12619,,ANUAL,Cartao_Credito,Divorciado,125.17,10.9,5,1,0,20.06,1325,IP-899CA,1
CLI-12620,48.5,Anual,Pix,Divorciado,208.45,282.9,17,5,0,-57.04,4504,IP-AA768,1
CLI-12621,49.5,Anual,Pix,Casado,239.81,8.8,25,1,0,4.54,6625,IP-A485D,1
CLI-12622,999.0,mensal,Pix,Solteiro,102.0,65.9,61,4,0,-21.16,6800,IP-C257C,0
CLI-12623,56.9,MENSAL,Boleto,Solteiro,134.51,40.1,37,1,0,1.13,2356,IP-EC258,1
CLI-12624,44.9,MENSAL,Cartao_Credito,Solteiro,185.3,9.0,66,3,0,50.55,7052,IP-E7D35,1
CLI-12625,29.7,Bienal,Pix,Casado,226.98,6.2,13,2,2,-12.76,6467,IP-74744,1
CLI-12626,56.8,mensal,Cartao_Credito,Solteiro,138.61,25.3,40,5,0,-33.7,2606,IP-43318,1
CLI-12627,,Bienal,Cartao_Credito,Solteiro,53.96,77.9,42,2,1,-40.1,4538,IP-B3FBD,0
CLI-12628,34.7,mensal,Cartao_Credito,Casado,111.11,6.9,70,3,0,3.36,7000,IP-B79C0,1
CLI-12629,34.2,Bienal,Boleto,Casado,151.08,59.8,25,0,0,30.94,3214,IP-D570E,1
CLI-12630,43.6,Anual,Boleto,Divorciado,121.86,52.9,42,3,0,-41.45,6742,IP-2D410,1
CLI-12631,45.6,MENSAL,Boleto,Casado,71.04,18.9,10,1,0,17.88,3219,IP-C90B5,1
CLI-12632,42.4,Anual,Boleto,Casado,38.14,8.6,43,1,2,-16.83,8468,IP-8E057,1
CLI-12633,43.7,mensal,Cartao_Credito,Casado,181.23,116.1,68,1,0,-0.64,9322,IP-D22E2,0
CLI-12634,,mensal,Debito_Automatico,Casado,248.4,21.1,28,0,0,33.62,4590,IP-18C4D,1
CLI-12635,52.9, Mensal ,Boleto,Solteiro,232.23,10.3,24,1,0,-7.74,8147,IP-98669,1
CLI-12636,42.3, Mensal ,Boleto,Solteiro,180.32,56.5,41,2,0,11.99,9145,IP-5A687,1
CLI-12637,51.3,mensal,Boleto,Divorciado,215.14,16.0,61,2,0,-15.35,2088,IP-E4BB0,1
CLI-12638,27.6,Anual,Cartao_Credito,Casado,86.26,34.1,5,0,1,-7.08,1666,IP-61597,1
CLI-12639,44.8,Anual,Cartao_Credito,Casado,166.94,7.3,11,3,0,-1.88,3090,IP-342EA,1
CLI-12640,61.7, Mensal ,Boleto,Solteiro,,228.2,8,0,1,-6.08,7807,IP-D987B,0
CLI-12641,37.4,ANUAL,Cartao_Credito,Solteiro,185.58,31.7,21,3,1,-52.1,3077,IP-D69B0,1
CLI-12642,29.8,Anual,Cartao_Credito,Casado,243.37,321.1,64,2,1,2.67,6547,IP-86780,0
CLI-12643,32.2,Bienal,Pix,Solteiro,219.38,26.9,5,0,0,14.81,7865,IP-8B212,1
CLI-12644,26.9,Anual,Boleto,Solteiro,147.58,24.2,34,1,0,3.49,1612,IP-81D0B,1
CLI-12645,30.6, Mensal ,Boleto,Solteiro,203.52,115.7,9,6,0,21.94,7994,IP-EA1FD,1
CLI-12646,35.6,MENSAL,Boleto,Casado,237.66,23.0,38,1,0,7.59,8927,IP-6EB76,1
CLI-12647,23.1,Anual,Debito_Automatico,Casado,77.52,30.5,43,4,1,-34.74,5950,IP-CA985,1
CLI-12648,40.2, Mensal ,Cartao_Credito,Divorciado,,8.7,10,2,0,-10.25,3693,IP-2BA25,1
CLI-12649,50.8, Mensal ,Pix,Casado,89.37,145.0,12,3,1,-24.32,5401,IP-C7A50,1
CLI-12650,29.1, Mensal ,Boleto,Divorciado,222.93,9.0,18,3,0,-65.25,5381,IP-DBBB0,1
CLI-12651,58.2,mensal,Cartao_Credito,Casado,51.64,71.4,12,4,0,25.75,1887,IP-9E8EC,1
CLI-12652,,mensal,Cartao_Credito,Casado,69.21,39.8,31,1,2,71.94,9009,IP-7FB09,0
CLI-12653,52.4,MENSAL,Boleto,Solteiro,188.54,7.9,11,1,0,-16.86,3333,IP-675B2,1
CLI-12654,32.1, Mensal ,Boleto,Solteiro,68.45,5.1,27,3,1,4.96,1768,IP-5B65E,1
CLI-12655,50.3,Anual,Cartao_Credito,Casado,64.77,128.4,21,1,0,-22.93,2436,IP-67DB1,0
CLI-12656,26.9,MENSAL,Boleto,Solteiro,152.2,66.0,13,4,0,5.55,4806,IP-D9440,1
CLI-12657,50.7,mensal,Boleto,Casado,213.7,57.2,45,3,0,30.59,4216,IP-5F1A1,1
CLI-12658,42.1, Mensal ,Boleto,Casado,89.06,31.0,47,1,1,12.57,7217,IP-2E8DE,0
CLI-12659,46.6, Mensal ,Pix,Divorciado,215.05,17.3,25,2,0,25.19,8529,IP-8B30B,1
CLI-12660,25.9,mensal,Pix,Divorciado,207.75,56.3,64,1,0,37.06,2241,IP-854F8,0
CLI-12661,29.3, Mensal ,Boleto,Solteiro,157.4,47.2,70,1,0,43.28,7220,IP-411B6,0
CLI-12662,47.2,mensal,Debito_Automatico,Solteiro,172.24,63.3,28,1,0,7.94,3419,IP-6DB6A,0
CLI-12663,28.6,Anual,Cartao_Credito,Casado,38.9,25.5,20,1,1,-21.3,1333,IP-B7824,1
CLI-12664,45.6,MENSAL,Cartao_Credito,Solteiro,110.77,200.2,41,1,1,-16.09,6325,IP-EA29F,0
CLI-12665,23.6, Mensal ,Cartao_Credito,Solteiro,87.95,8.1,4,2,0,-3.73,6991,IP-D722F,1
CLI-12666,50.2,mensal,Boleto,Casado,63.0,8.7,69,3,1,-6.83,3820,IP-6C4AA,1
CLI-12667,25.2,Anual,Boleto,Divorciado,115.73,116.9,24,3,0,-35.04,2983,IP-52963,1
CLI-12668,46.6,ANUAL,Boleto,Casado,108.08,51.9,17,2,0,-0.46,8543,IP-7403C,1
CLI-12669,47.5,Anual,Cartao_Credito,Casado,190.36,22.8,5,4,0,3.27,7912,IP-28A28,1
CLI-12670,31.6,MENSAL,Cartao_Credito,Solteiro,161.58,69.6,57,1,1,-22.49,2798,IP-4CB1D,1
CLI-12671,47.0,mensal,Pix,Casado,230.88,32.1,26,3,0,-1.45,2759,IP-C1631,1
CLI-12672,43.1,mensal,Pix,Solteiro,61.99,6.0,72,3,0,-29.27,5640,IP-9D9B1,1
CLI-12673,33.5,ANUAL,Boleto,Casado,43.14,52.4,17,3,0,6.12,4715,IP-5D2D8,1
CLI-12674,27.9, Mensal ,Boleto,Solteiro,147.61,17.5,56,0,1,-20.59,7448,IP-67A45,1
CLI-12675,16.4,Bienal,Boleto,Divorciado,30.23,10.5,8,2,0,8.12,5550,IP-6E2BA,1
CLI-12676,44.2,Anual,Cartao_Credito,Casado,203.3,16.5,64,1,0,15.13,5369,IP-53765,1
CLI-12677,21.2,Anual,Boleto,Casado,141.31,34.1,69,3,1,20.07,4130,IP-BDD03,1
CLI-12678,41.1, Mensal ,Boleto,Divorciado,137.37,7.3,10,1,1,44.28,4708,IP-A4D7A,1
CLI-12679,36.8,Anual,Boleto,Solteiro,,101.6,50,1,0,11.72,6526,IP-B7F6A,0
CLI-12680,48.1,MENSAL,Cartao_Credito,Solteiro,,41.9,55,2,0,-1.03,5579,IP-57DD9,1
CLI-12681,36.4, Mensal ,Debito_Automatico,Casado,124.85,20.6,14,1,1,23.19,5034,IP-988A8,1
CLI-12682,36.0,mensal,Pix,Divorciado,33.53,57.3,27,1,0,-39.52,9244,IP-87DEC,0
CLI-12683,48.8,ANUAL,Cartao_Credito,Casado,48.38,78.4,5,0,0,-10.69,8031,IP-D61B1,0
CLI-12684,44.0,MENSAL,Boleto,Solteiro,141.11,47.8,28,1,0,-12.06,1829,IP-B7A8E,1
CLI-12685,43.8,mensal,Debito_Automatico,Casado,63.03,15.2,5,2,0,-19.49,5376,IP-9F871,0
CLI-12686,, Mensal ,Cartao_Credito,Solteiro,201.33,10.3,12,1,1,-5.33,3738,IP-B50E0,1
CLI-12687,21.6,Anual,Boleto,Casado,90.39,93.4,8,1,1,52.29,9573,IP-9AE7C,1
CLI-12688,49.1,Anual,Boleto,Solteiro,51.54,17.0,59,1,0,-5.61,4834,IP-F25F6,0
CLI-12689,47.3,Anual,Boleto,Divorciado,81.75,5.9,65,2,0,12.79,4426,IP-B67C4,1
CLI-12690,27.8,MENSAL,Pix,Solteiro,108.56,51.3,60,1,0,-20.68,9591,IP-4BDBF,0
CLI-12691,37.1,mensal,Cartao_Credito,Divorciado,37.77,12.5,55,1,0,-18.94,1955,IP-562D5,0
CLI-12692,39.5,MENSAL,Cartao_Credito,Solteiro,61.17,216.8,43,0,0,-23.09,2675,IP-9643A,0
CLI-12693,38.4, Mensal ,Cartao_Credito,Solteiro,101.25,96.7,41,1,0,-18.54,6218,IP-D7E31,0
CLI-12694,44.0,Bienal,Cartao_Credito,Divorciado,98.31,47.2,10,1,0,37.46,1196,IP-E3DCF,0
CLI-12695,57.2,MENSAL,Boleto,Solteiro,206.09,85.8,7,0,0,-9.78,6943,IP-6C157,1
CLI-12696,53.0,mensal,Pix,Casado,215.52,33.6,21,3,0,-19.05,4605,IP-99B0E,1
CLI-12697,24.3,mensal,Cartao_Credito,Solteiro,72.55,74.9,44,1,0,11.5,6109,IP-B176F,0
CLI-12698,47.5,ANUAL,Boleto,Casado,57.27,51.8,37,4,0,2.61,6652,IP-EB71A,0
CLI-12699,55.9, Mensal ,Boleto,Solteiro,169.52,6.3,44,1,0,42.54,6235,IP-52CC5,1
CLI-12700,44.6,mensal,Cartao_Credito,Solteiro,207.02,138.7,65,0,1,8.99,8261,IP-323D4,0
CLI-12701,53.1,Anual,Boleto,Casado,242.02,93.8,6,2,1,35.38,6805,IP-44478,1
CLI-12702,64.1,mensal,Boleto,Solteiro,31.5,143.0,38,2,0,-29.07,6454,IP-4CC5A,0
CLI-12703,52.3,Anual,Boleto,Solteiro,121.01,64.1,43,2,0,-2.55,8569,IP-DC0DE,0
CLI-12704,43.0, Mensal ,Cartao_Credito,Casado,191.48,28.9,57,3,0,18.2,2226,IP-6904F,1
CLI-12705,52.5,Anual,Boleto,Casado,212.28,15.4,70,3,0,-16.92,9774,IP-88AA0,1
CLI-12706,41.7, Mensal ,Debito_Automatico,Solteiro,43.7,13.9,65,3,0,2.3,7113,IP-9B64A,0
CLI-12707,40.3, Mensal ,Boleto,Casado,179.74,12.0,55,1,1,-29.53,3719,IP-23E00,1
CLI-12708,35.8,ANUAL,Cartao_Credito,Divorciado,93.57,16.2,35,1,0,-1.34,8372,IP-3A729,1
CLI-12709,58.8,MENSAL,Boleto,Solteiro,46.41,41.0,24,2,0,-36.58,7007,IP-C12A5,1
CLI-12710,30.2,mensal,Cartao_Credito,Casado,137.6,56.8,38,5,0,-19.34,6498,IP-26A0C,1
CLI-12711,58.4, Mensal ,Boleto,Casado,64.79,22.0,3,1,0,-31.85,3229,IP-9CE65,1
CLI-12712,46.0,Anual,Cartao_Credito,Solteiro,192.14,40.8,51,1,0,-5.57,6665,IP-9F1A8,1
CLI-12713,23.2,MENSAL,Cartao_Credito,Solteiro,,23.8,61,1,0,13.09,9532,IP-A9B40,1
CLI-12714,44.4,Bienal,Boleto,Solteiro,215.25,58.7,40,0,3,-34.4,6009,IP-8D0AE,1
CLI-12715,14.8,Bienal,Cartao_Credito,Casado,113.07,205.9,54,1,0,11.87,8699,IP-9C2C5,0
CLI-12716,47.5,Anual,Boleto,Solteiro,32.93,57.6,66,1,0,-15.19,2355,IP-6D483,0
CLI-12717,50.6,mensal,Cartao_Credito,Casado,87.14,7.7,60,1,0,-53.21,6460,IP-E2811,1
CLI-12718,32.9,MENSAL,Cartao_Credito,Casado,132.92,34.2,15,3,0,18.87,2416,IP-2E266,1
CLI-12719,41.5,Anual,Pix,Solteiro,182.68,71.2,46,2,0,9.55,1942,IP-41CA9,0
CLI-12720,63.4, Mensal ,Debito_Automatico,Casado,114.05,40.2,55,2,0,-9.56,4194,IP-E0D31,1
CLI-12721,33.9,mensal,Cartao_Credito,Divorciado,147.93,140.8,4,2,0,21.48,2162,IP-622B9,1
CLI-12722,27.3, Mensal ,Boleto,Solteiro,,7.5,24,1,0,52.29,6236,IP-D41A3,1
CLI-12723,57.8, Mensal ,Cartao_Credito,Solteiro,66.3,20.5,40,3,0,2.73,7373,IP-F3D48,1
CLI-12724,63.6, Mensal ,Boleto,Casado,167.07,16.2,27,3,0,29.4,8451,IP-CF18A,1
CLI-12725,40.0,MENSAL,Boleto,Solteiro,126.64,70.7,52,0,0,-40.88,4536,IP-99367,0
CLI-12726,52.1,Anual,Cartao_Credito,Solteiro,207.74,38.4,37,4,2,9.98,1112,IP-B3DF8,1
CLI-12727,56.1,MENSAL,Pix,Solteiro,181.93,11.7,1,2,0,11.68,7036,IP-EB524,1
CLI-12728,31.1,mensal,Cartao_Credito,Solteiro,54.52,20.1,9,1,0,11.24,7178,IP-62CA3,1
CLI-12729,34.2, Mensal ,Cartao_Credito,Solteiro,137.53,38.3,18,2,0,-35.27,6386,IP-CD20A,1
CLI-12730,54.8,MENSAL,Pix,Casado,184.55,254.9,39,0,1,-13.82,5383,IP-C96A7,0
CLI-12731,60.2,mensal,Boleto,Divorciado,49.14,25.4,30,2,0,7.87,1614,IP-852A1,0
CLI-12732,46.8,Anual,Boleto,Solteiro,204.35,12.7,20,1,0,-1.82,5497,IP-95E22,1
CLI-12733,29.4,Bienal,Boleto,Solteiro,78.84,35.9,15,0,0,-8.77,9168,IP-98593,1
CLI-12734,63.8, Mensal ,Boleto,Solteiro,140.68,21.7,64,1,0,16.39,4817,IP-251BD,0
CLI-12735,33.6, Mensal ,Boleto,Solteiro,236.92,42.6,25,2,1,-17.27,4444,IP-CCC91,1
CLI-12736,36.0,MENSAL,Cartao_Credito,Solteiro,155.69,33.3,49,1,1,-9.94,3858,IP-941CB,1
CLI-12737,44.1,Bienal,Boleto,Solteiro,123.29,57.6,67,2,1,14.28,9858,IP-77D37,0
CLI-12738,58.6,Anual,Boleto,Divorciado,31.49,115.6,26,1,1,28.33,5218,IP-9F9A6,1
CLI-12739,50.2,ANUAL,Boleto,Solteiro,59.35,15.1,45,2,0,7.42,2023,IP-72BA0,1
CLI-12740,45.0,mensal,Pix,Solteiro,157.31,82.5,6,3,0,40.23,8499,IP-99DBD,1
CLI-12741,45.6,Bienal,Cartao_Credito,Solteiro,,139.2,32,3,0,39.35,1501,IP-CB38F,0
CLI-12742,40.5, Mensal ,Boleto,Solteiro,110.04,26.1,17,3,1,44.39,1830,IP-490DF,0
CLI-12743,, Mensal ,Cartao_Credito,Divorciado,233.11,10.4,46,0,1,-25.28,5274,IP-28C81,1
CLI-12744,9.6,ANUAL,Boleto,Solteiro,103.15,82.6,53,2,1,-2.32,1732,IP-4CCD9,0
CLI-12745,36.4,Bienal,Boleto,Divorciado,148.17,59.3,4,1,0,3.39,8789,IP-B03DC,1
CLI-12746,42.9, Mensal ,Pix,Solteiro,155.12,15.8,28,3,0,-25.18,8600,IP-67EE5,1
CLI-12747,26.2, Mensal ,Boleto,Casado,146.04,31.5,71,1,1,-4.96,2864,IP-81860,0
CLI-12748,44.6, Mensal ,Pix,Divorciado,135.07,43.8,16,1,2,-17.25,2294,IP-4B4F9,1
CLI-12749,37.5, Mensal ,Pix,Solteiro,104.15,13.4,39,2,2,-53.76,3596,IP-A0286,1
CLI-12750,61.1, Mensal ,Debito_Automatico,Solteiro,229.93,61.5,30,3,0,-26.48,8014,IP-CE3BE,0
CLI-12751,58.9,Bienal,Boleto,Casado,129.18,57.7,57,1,0,0.67,9084,IP-DD15D,0
CLI-12752,,Anual,Debito_Automatico,Solteiro,146.26,103.2,56,2,0,42.52,7577,IP-BEF47,0
CLI-12753,38.2,Anual,Cartao_Credito,Casado,174.43,42.7,39,2,0,-32.75,5810,IP-3C107,1
CLI-12754,39.1,Anual,Cartao_Credito,Solteiro,44.88,43.4,42,0,1,30.88,9879,IP-9890C,0
CLI-12755,34.6,MENSAL,Boleto,Solteiro,201.88,48.5,18,0,0,0.01,4693,IP-566D3,1
CLI-12756,42.3,Anual,Debito_Automatico,Solteiro,142.75,19.4,22,2,0,-3.36,3627,IP-D7FDD,1
CLI-12757,30.9,MENSAL,Boleto,Divorciado,174.58,69.0,4,3,0,-20.94,3287,IP-9BA08,1
CLI-12758,,mensal,Cartao_Credito,Solteiro,199.84,53.9,3,4,1,-11.12,1649,IP-9239C,1
CLI-12759,47.5,MENSAL,Boleto,Solteiro,222.3,87.2,61,2,1,-6.38,9819,IP-261C5,0
CLI-12760,47.6,MENSAL,Boleto,Casado,116.29,70.9,24,2,1,18.3,6898,IP-A05FD,1
CLI-12761,30.3,ANUAL,Cartao_Credito,Solteiro,208.51,50.8,52,2,0,-3.87,6252,IP-1D91C,1
CLI-12762,50.7,Bienal,Pix,Solteiro,86.94,12.9,67,2,1,44.75,8573,IP-385F6,1
CLI-12763,32.4,mensal,Debito_Automatico,Solteiro,175.27,118.2,31,2,0,-28.95,9616,IP-5F76F,1
CLI-12764,43.0,Anual,Pix,Casado,52.6,25.6,53,3,0,36.6,8865,IP-4C77A,1
CLI-12765,49.8, Mensal ,Cartao_Credito,Casado,34.41,155.0,61,2,2,-17.86,2071,IP-9DAD8,0
CLI-12766,39.6,Anual,Cartao_Credito,Solteiro,51.07,28.1,58,1,0,-15.37,4015,IP-2AC76,0
CLI-12767,45.5,mensal,Cartao_Credito,Solteiro,100.26,12.1,35,3,0,10.32,4832,IP-1B217,1
CLI-12768,33.8, Mensal ,Cartao_Credito,Casado,36.84,102.3,31,3,0,-29.24,3360,IP-65A55,0
CLI-12769,37.6,mensal,Cartao_Credito,Casado,168.71,76.3,57,1,0,39.42,4495,IP-531C0,0
CLI-12770,37.5,Anual,Pix,Solteiro,99.64,74.4,10,2,2,-2.89,7881,IP-2DC6F,1
CLI-12771,31.0, Mensal ,Cartao_Credito,Solteiro,192.0,9.2,18,2,0,3.04,3299,IP-A92A3,1
CLI-12772,37.9,Bienal,Pix,Solteiro,40.1,100.1,56,1,0,0.69,6053,IP-3114D,0
CLI-12773,21.4, Mensal ,Debito_Automatico,Casado,77.67,45.8,36,2,0,23.93,4739,IP-B010D,0
CLI-12774,34.1,Bienal,Cartao_Credito,Divorciado,,33.6,51,3,0,-20.34,3345,IP-F329A,0
CLI-12775,36.6,Anual,Debito_Automatico,Solteiro,114.18,115.0,61,0,0,-30.07,5429,IP-D656E,0
CLI-12776,36.9,mensal,Pix,Solteiro,58.82,54.4,19,3,1,4.76,9004,IP-C67BE,1
CLI-12777,37.1,mensal,Boleto,Solteiro,248.71,11.4,11,3,0,-3.19,6282,IP-1BBC6,1
CLI-12778,39.3,Anual,Cartao_Credito,Solteiro,92.58,38.0,5,1,0,-10.11,9545,IP-E4C7E,1
CLI-12779,45.8,Anual,Boleto,Solteiro,188.63,50.6,45,3,1,23.63,6432,IP-52982,1
CLI-12780,50.5,Anual,Cartao_Credito,Divorciado,78.41,108.0,45,1,0,-8.84,1035,IP-97135,1
CLI-12781,32.2,mensal,Boleto,Solteiro,,19.8,48,4,1,-34.83,2805,IP-6E7F5,1
CLI-12782,,MENSAL,Cartao_Credito,Casado,115.31,76.1,14,1,0,74.61,8666,IP-672DF,0
CLI-12783,27.5,Bienal,Boleto,Solteiro,228.2,77.4,28,1,1,-18.64,9946,IP-EBCE2,1
CLI-12784,34.2, Mensal ,Cartao_Credito,Casado,,11.2,9,2,0,15.21,1080,IP-E6231,1
CLI-12785,35.8,mensal,Cartao_Credito,Casado,31.9,5.8,59,3,0,-3.12,1329,IP-3BF54,1
CLI-12786,30.8,mensal,Boleto,Solteiro,143.74,44.2,38,3,0,-62.68,7303,IP-4665B,1
CLI-12787,24.4,Anual,Boleto,Divorciado,,75.1,25,1,0,-19.56,4479,IP-7EE79,1
