equipamento_id,tempo_operacao_horas,tipo_combustivel,turno_trabalho,regiao_instalacao,temperatura_celsius,vibracao_mm_s,pressao_psi,dias_desde_ultima_revisao,historico_falhas_anteriores,ruido_frequencia_hz,tag_rfid_inventario,firmware_serial_hash,falha_maquina
EQP-32533,3100.8,Eletrico,Noite,Oeste,70.9,6.99,110.1,127,1,-77.13,346322,FW-5648F,1
EQP-32534,4609.8,Diesel,Manha,Leste,70.9,10.21,98.4,97,1,-54.79,236190,FW-D5300,1
EQP-32535,3617.4,Eletrico,Manha,Oeste,114.8,1.27,128.1,127,0,-51.1,747465,FW-686D5,1
EQP-32536,9065.1,Hibrido,Tarde,Leste,91.0,1.93,98.6,148,1,-25.26,122077,FW-57F69,1
EQP-32537,9563.5, DIESEL ,Manha,Sul,108.2,4.13,83.6,139,1,-47.73,531270,FW-D7FE3,1
EQP-32538,,Diesel,Tarde,Leste,94.6,2.06,152.7,361,0,-22.23,725658,FW-5CFA2,1
EQP-32539,5459.5,Eletrico,Tarde,Norte,67.4,9.08,103.1,196,2,-15.16,619373,FW-84FD7,1
EQP-32540,14990.5, DIESEL ,Manha,Leste,68.3,1.29,88.7,357,2,-20.96,574279,FW-CC589,1
EQP-32541,11973.5,Hibrido,Tarde,Norte,77.2,8.16,107.8,265,0,-18.8,466373,FW-B9E32,1
EQP-32542,697.1,Diesel,Manha,Norte,93.2,,99.2,245,1,68.87,525940,FW-2B797,1
EQP-32543,5919.2, DIESEL ,Tarde,Leste,74.6,0.6,119.8,326,0,7.12,534467,FW-57C13,1
EQP-32544,6330.5,Eletrico,Manha,Leste,102.0,,115.1,140,1,-29.89,783891,FW-48F37,1
EQP-32545,8826.7,Diesel,Manha,Sul,58.2,3.28,99.4,281,0,22.03,162400,FW-92553,0
EQP-32546,2024.1, DIESEL ,Manha,Leste,37.0,12.23,93.9,334,0,21.68,291796,FW-1CA75,1
EQP-32547,,Gas_Natural,Noite,Leste,75.4,5.85,118.8,134,0,22.92,112581,FW-1E2A0,1
EQP-32548,2049.0,Eletrico,Manha,Norte,73.8,2.68,116.5,261,1,-13.36,154196,FW-BE24A,1
EQP-32549,1412.9,Diesel,Noite,Sul,66.3,10.49,111.6,216,0,24.74,690549,FW-B0CA8,1
EQP-32550,11080.6,diesel,Manha,Leste,59.7,1.27,109.6,329,0,31.52,855511,FW-84D7E,1
EQP-32551,10634.7,Eletrico,Tarde,Norte,100.7,7.18,111.4,333,1,-6.05,492587,FW-CCC5C,1
EQP-32552,4134.4,Gas_Natural,Tarde,Sul,71.0,3.43,118.0,341,0,1.32,656776,FW-C6485,1
EQP-32553,7016.1, DIESEL ,Manha,Sul,93.2,4.75,121.3,282,0,-37.86,493638,FW-4D607,1
EQP-32554,4200.0,Diesel,Noite,Leste,82.7,0.54,111.6,284,2,2.28,161169,FW-77B83,1
EQP-32555,10263.3,Diesel,Tarde,Sul,58.8,5.43,128.1,341,1,27.86,610110,FW-23345,1
EQP-32556,6464.4,Diesel,Tarde,Sul,63.3,6.1,72.7,52,1,61.5,351461,FW-4EA96,1
EQP-32557,14332.1,Hibrido,Manha,Sul,74.1,1.63,111.5,187,3,51.61,457806,FW-859F5,1
EQP-32558,12140.1,Eletrico,Manha,Norte,62.7,3.88,119.3,209,1,23.44,124144,FW-1D066,1
EQP-32559,1512.6, DIESEL ,Manha,Oeste,57.8,2.53,93.7,47,0,41.37,691227,FW-9F0E9,1
EQP-32560,8413.2,Diesel,Manha,Oeste,70.7,10.23,91.2,96,0,-4.78,995915,FW-B9641,1
EQP-32561,8442.9,Hibrido,Noite,Oeste,99.1,2.65,91.8,200,1,6.36,860582,FW-75F60,1
EQP-32562,7139.7,Diesel,Manha,Sul,85.8,0.99,110.2,42,1,-25.77,682244,FW-6EDB5,1
EQP-32563,13562.6,Eletrico,Manha,Oeste,90.5,7.93,107.4,363,0,-4.08,145462,FW-9612E,1
EQP-32564,13724.6,Hibrido,Manha,Oeste,86.4,7.9,77.3,298,0,0.89,738414,FW-C449C,1
EQP-32565,2013.1,Diesel,Manha,Norte,105.6,6.51,74.6,186,1,24.61,555963,FW-3FE31,1
EQP-32566,10056.7, DIESEL ,Noite,Norte,50.4,4.2,98.6,51,0,-23.52,451905,FW-C8987,0
EQP-32567,7393.4,Diesel,Tarde,Leste,71.4,,81.9,39,1,-40.33,711818,FW-F38ED,1
EQP-32568,9622.6, DIESEL ,Manha,Norte,103.5,2.38,93.0,15,1,27.89,387102,FW-B3C05,1
EQP-32569,10201.4, DIESEL ,Noite,Sul,86.8,1.04,106.1,103,1,17.66,166443,FW-ECB51,1
EQP-32570,3240.5,Diesel,Noite,Oeste,68.9,4.36,60.2,178,2,-43.92,952145,FW-395CD,1
EQP-32571,5614.0,diesel,Noite,Norte,50.9,12.04,78.6,76,0,22.53,821680,FW-63461,1
EQP-32572,13254.4,diesel,Manha,Leste,85.5,0.65,101.0,206,3,10.53,352417,FW-D5368,1
EQP-32573,13612.5,Hibrido,Manha,Oeste,95.0,,106.1,144,0,-4.67,163204,FW-9EA44,1
EQP-32574,,Diesel,Noite,Leste,87.3,18.46,89.7,11,1,-51.26,964212,FW-87159,1
EQP-32575,1843.6,Diesel,Tarde,Sul,59.0,2.38,103.9,341,0,-27.33,506971,FW-3239C,0
EQP-32576,11473.2,Diesel,Noite,Leste,45.8,9.54,81.7,357,0,-54.08,324192,FW-ECD30,1
EQP-32577,6234.6,Diesel,Manha,Norte,77.9,2.87,97.1,283,2,-58.75,486420,FW-6BD82,1
EQP-32578,7001.0,Eletrico,Manha,Sul,65.7,7.0,96.4,239,0,1.06,868821,FW-DB4B9,1
EQP-32579,4521.2, DIESEL ,Noite,Oeste,95.7,6.47,74.0,164,1,58.74,521585,FW-BF68D,1
EQP-32580,10785.8, DIESEL ,Manha,Oeste,81.3,9.92,97.2,162,1,36.74,652142,FW-DFD19,1
EQP-32581,4331.8,Gas_Natural,Manha,Norte,99.9,7.7,87.0,212,1,-24.82,518357,FW-38DAD,1
EQP-32582,8896.5,Eletrico,Manha,Sul,49.7,3.33,67.9,100,1,9.83,329289,FW-819E0,0
EQP-32583,13707.4,diesel,Noite,Norte,92.2,6.31,117.9,236,0,19.55,925598,FW-6EC6D,1
EQP-32584,9239.3,Eletrico,Tarde,Norte,81.1,4.62,111.5,204,0,0.83,842715,FW-D4E90,0
EQP-32585,5899.9,Diesel,Tarde,Oeste,39.5,1.49,118.9,54,1,15.92,450463,FW-7D44E,0
EQP-32586,1259.4,Diesel,Manha,Norte,79.6,10.25,83.4,42,0,-44.03,245067,FW-7E699,1
EQP-32587,5755.8, DIESEL ,Noite,Oeste,63.3,3.55,93.5,297,0,3.52,923508,FW-CEE78,1
EQP-32588,733.2,Diesel,Noite,Norte,75.2,2.59,90.5,319,0,-21.95,324068,FW-28B89,1
EQP-32589,8935.6,Eletrico,Manha,Oeste,62.3,0.92,91.1,12,1,7.25,589513,FW-D3B4C,0
EQP-32590,1692.1,diesel,Manha,Norte,82.8,6.58,97.6,341,0,-26.81,491550,FW-54D2E,1
EQP-32591,10097.0,Diesel,Noite,Leste,86.7,0.75,103.7,112,0,37.04,442189,FW-34FF3,1
EQP-32592,11056.1,Diesel,Manha,Sul,80.7,1.82,106.4,207,3,32.35,108279,FW-5108A,1
EQP-32593,13477.3,Gas_Natural,Manha,Leste,72.7,0.85,77.4,321,0,6.3,246358,FW-BBD98,1
EQP-32594,12868.1,Eletrico,Tarde,Leste,94.6,3.5,101.9,288,1,-26.12,891957,FW-71B86,1
EQP-32595,5729.7,Gas_Natural,Manha,Norte,82.3,10.5,103.6,239,0,9.13,973972,FW-A7FB0,1
EQP-32596,13813.4,Hibrido,Noite,Norte,86.3,1.8,121.5,73,0,46.47,788054,FW-18705,0
EQP-32597,10258.6,Eletrico,Manha,Sul,70.8,2.12,90.8,174,1,8.6,850068,FW-D9979,1
EQP-32598,14684.0, DIESEL ,Manha,Sul,72.8,7.12,69.4,361,2,-9.71,634923,FW-2BEFF,1
EQP-32599,14539.6, DIESEL ,Tarde,Sul,54.6,7.52,98.4,24,1,-20.33,977658,FW-785D2,1
EQP-32600,7395.9, DIESEL ,Manha,Oeste,52.2,0.6,96.9,243,0,20.35,147418,FW-EE121,0
EQP-32601,12097.7,Hibrido,Tarde,Leste,72.6,1.74,113.0,27,2,-34.18,805205,FW-D2B5A,0
EQP-32602,1156.1, DIESEL ,Noite,Sul,96.0,3.7,123.9,214,1,-6.06,303277,FW-87C3E,0
EQP-32603,6678.3,Diesel,Manha,Sul,63.9,1.15,89.6,129,1,-1.19,221311,FW-CA517,0
EQP-32604,2702.1,Gas_Natural,Tarde,Leste,55.1,4.13,89.5,134,0,19.8,914403,FW-D54A3,0
EQP-32605,7490.5,diesel,Noite,Norte,44.9,15.39,91.5,291,0,26.73,230043,FW-196B3,1
EQP-32606,6822.8,Eletrico,Tarde,Norte,84.3,3.62,122.1,132,1,1.19,599700,FW-34D2D,1
EQP-32607,,Eletrico,Manha,Oeste,79.1,0.99,98.2,89,0,-17.83,197863,FW-A4C8E,1
EQP-32608,3273.9,Hibrido,Manha,Oeste,81.9,11.76,105.4,200,0,41.15,593200,FW-1B9C7,1
EQP-32609,,Eletrico,Tarde,Sul,53.0,,126.0,185,0,-12.48,583653,FW-B7BB3,1
EQP-32610,2987.9,Gas_Natural,Tarde,Oeste,69.3,2.71,117.5,125,1,12.65,138183,FW-C1307,0
EQP-32611,,Gas_Natural,Manha,Oeste,51.4,3.74,107.0,161,0,-17.5,748711,FW-97B45,1
EQP-32612,13597.2,diesel,Tarde,Leste,83.0,11.13,104.5,282,1,-38.78,596180,FW-1D7DD,1
EQP-32613,10985.7,Eletrico,Manha,Oeste,72.4,7.12,88.0,121,1,-14.38,301340,FW-486FE,1
EQP-32614,7414.9,diesel,Tarde,Norte,49.7,2.24,102.7,326,0,-43.96,803753,FW-607DA,1
EQP-32615,3285.7,Diesel,Noite,Sul,92.3,0.68,109.2,22,1,18.98,324448,FW-E0889,1
EQP-32616,8794.4,Gas_Natural,Manha,Leste,95.7,11.64,98.3,325,0,-2.76,657711,FW-18D66,1
EQP-32617,,Diesel,Tarde,Sul,94.4,20.19,89.6,345,0,-43.44,217674,FW-9B15D,1
EQP-32618,11176.5,Hibrido,Tarde,Norte,65.3,4.17,127.0,144,2,-17.29,560853,FW-B378C,1
EQP-32619,1493.9,Diesel,Manha,Oeste,77.3,1.44,81.5,87,0,-82.04,105184,FW-25E73,0
EQP-32620,5796.7,Eletrico,Manha,Sul,55.4,2.24,100.8,304,0,-49.78,553499,FW-C72DF,1
EQP-32621,511.7,Diesel,Tarde,Leste,84.5,10.54,103.8,96,0,-50.14,329246,FW-4D832,0
EQP-32622,5473.1,Diesel,Manha,Oeste,72.9,0.58,103.2,244,3,7.4,177912,FW-81DD8,1
EQP-32623,12138.2, DIESEL ,Tarde,Norte,59.9,3.03,106.4,104,2,18.99,955973,FW-B3E84,1
EQP-32624,3211.6,Diesel,Manha,Leste,89.4,12.51,99.9,194,0,-6.02,314582,FW-C4083,1
EQP-32625,3777.0,Gas_Natural,Noite,Oeste,48.7,7.53,92.2,206,0,41.34,427233,FW-B0EB5,0
EQP-32626,,Diesel,Noite,Norte,51.6,2.62,88.2,324,1,-31.17,114308,FW-87952,1
EQP-32627,10503.3,Diesel,Noite,Oeste,96.5,16.93,120.0,275,0,-28.71,772620,FW-A86D0,1
EQP-32628,736.8,diesel,Noite,Norte,96.6,5.33,99.9,13,1,24.34,242228,FW-704DC,1
EQP-32629,13998.5,Diesel,Manha,Oeste,55.2,12.37,65.6,225,2,56.4,341309,FW-3D68B,1
EQP-32630,2080.6,diesel,Noite,Oeste,80.3,1.04,104.8,254,0,15.82,405176,FW-EDFF0,1
EQP-32631,9564.9, DIESEL ,Tarde,Leste,88.2,0.81,81.7,274,1,-21.16,941321,FW-96923,0
EQP-32632,,diesel,Tarde,Norte,85.1,6.17,110.9,172,2,-37.65,850482,FW-255E5,1
EQP-32633,2035.8,diesel,Noite,Norte,94.6,2.19,103.4,79,2,-5.53,627572,FW-98E8C,1
EQP-32634,12800.1,Diesel,Noite,Leste,81.4,0.53,87.5,90,0,28.6,136943,FW-81DF4,1
EQP-32635,5069.6,diesel,Manha,Sul,71.9,2.9,121.2,26,0,25.59,753210,FW-9EE08,1
EQP-32636,5651.0,Hibrido,Tarde,Sul,86.2,1.49,94.8,244,2,0.97,504464,FW-9BF2F,1
EQP-32637,4558.9,diesel,Tarde,Sul,41.1,25.84,99.2,220,0,4.28,894016,FW-725F6,1
EQP-32638,5479.4,Eletrico,Manha,Sul,50.3,1.26,108.8,58,1,18.06,142879,FW-BE6B9,0
EQP-32639,12959.2,Gas_Natural,Manha,Oeste,66.9,2.93,105.5,103,1,-12.7,808873,FW-29641,1
EQP-32640,5301.1,Diesel,Noite,Leste,25.2,16.46,95.6,74,0,-15.99,983224,FW-4648B,0
EQP-32641,7028.7,Diesel,Noite,Leste,100.3,5.42,112.9,176,0,-16.55,884401,FW-40CD6,1
EQP-32642,4054.9, DIESEL ,Noite,Sul,68.5,2.11,100.1,247,1,65.31,356875,FW-EEDE0,1
EQP-32643,13867.7,Eletrico,Manha,Leste,99.2,6.64,102.8,65,1,0.67,892048,FW-8C1F2,1
EQP-32644,10431.6, DIESEL ,Manha,Norte,49.5,3.13,95.3,34,3,-1.61,232017,FW-D0DF8,0
EQP-32645,10116.7, DIESEL ,Manha,Oeste,73.0,10.59,122.0,13,3,29.92,361237,FW-C9EA1,1
EQP-32646,11984.7, DIESEL ,Tarde,Sul,96.5,2.26,83.9,131,0,-63.67,104725,FW-53219,1
EQP-32647,13287.0,Diesel,Manha,Leste,88.9,1.32,124.4,60,2,-39.9,720614,FW-CF360,1
EQP-32648,9615.2,Gas_Natural,Noite,Sul,69.5,,85.9,140,0,-38.76,760008,FW-51AD7,1
EQP-32649,11973.2,Eletrico,Noite,Sul,66.7,5.48,126.7,357,1,-15.52,547038,FW-C6E58,1
EQP-32650,8169.9,Gas_Natural,Manha,Oeste,106.7,15.45,68.0,125,1,-3.22,182354,FW-A649F,1
EQP-32651,3140.6,Diesel,Manha,Norte,78.9,9.8,104.2,100,0,-2.17,869864,FW-DC72A,1
EQP-32652,4129.1,Gas_Natural,Tarde,Oeste,80.2,3.83,80.9,94,1,24.54,814750,FW-B67D5,0
EQP-32653,9075.8,Eletrico,Manha,Sul,73.2,7.34,74.8,179,0,4.78,751372,FW-93CA6,1
EQP-32654,2160.6,Eletrico,Manha,Norte,56.8,7.99,96.5,300,0,-1.45,531513,FW-BB379,1
EQP-32655,1471.5,diesel,Tarde,Sul,68.5,4.92,114.9,271,0,-31.83,333642,FW-63BB3,0
EQP-32656,8484.8,Gas_Natural,Tarde,Sul,63.2,0.67,85.3,181,0,65.22,795447,FW-29BBC,0
EQP-32657,11834.7,Diesel,Tarde,Norte,93.0,12.54,114.5,143,1,-47.67,233413,FW-9331E,1
EQP-32658,4794.3,Gas_Natural,Tarde,Norte,70.5,2.14,79.3,342,2,-40.33,297087,FW-9A1BD,1
EQP-32659,6270.6, DIESEL ,Tarde,Oeste,79.1,2.53,65.0,257,1,-15.87,554197,FW-56A8A,0
EQP-32660,8078.8,Hibrido,Noite,Leste,85.0,2.81,91.9,238,0,-3.08,526023,FW-CA22E,1
EQP-32661,13680.4,Hibrido,Noite,Leste,69.0,1.6,126.4,247,0,-19.82,581729,FW-E985C,1
EQP-32662,13215.8,Eletrico,Noite,Leste,64.7,5.41,108.5,167,1,-9.94,502458,FW-5AE29,1
EQP-32663,5073.4,Diesel,Noite,Norte,65.1,2.72,103.7,217,1,-11.04,353102,FW-50987,1
EQP-32664,,Eletrico,Manha,Norte,79.0,1.76,105.9,361,1,32.86,562087,FW-376C2,1
EQP-32665,11553.3,diesel,Noite,Norte,95.2,1.53,101.1,56,1,5.47,140591,FW-7F6C5,1
EQP-32666,4716.2, DIESEL ,Tarde,Norte,96.4,,100.7,331,1,-11.34,731455,FW-E8844,1
EQP-32667,,Eletrico,Tarde,Oeste,77.1,3.27,116.6,273,0,0.3,141575,FW-4F9EF,1
EQP-32668,10965.2,Gas_Natural,Noite,Leste,72.1,7.47,104.7,15,1,-26.25,877206,FW-41D40,1
EQP-32669,2335.6,Gas_Natural,Manha,Norte,60.3,8.59,70.8,130,2,56.46,121029,FW-9DD01,0
EQP-32670,10841.2,Hibrido,Noite,Norte,66.1,11.35,106.6,128,1,62.13,151498,FW-70CD8,1
EQP-32671,6117.4,Diesel,Tarde,Norte,66.8,1.73,105.8,310,0,-29.91,880570,FW-7308C,1
EQP-32672,2775.1,Diesel,Manha,Norte,45.0,1.16,84.7,150,0,-4.8,911388,FW-CD003,0
EQP-32673,11586.9,Hibrido,Manha,Norte,67.0,1.62,104.2,346,1,-17.24,803908,FW-85091,1
EQP-32674,13580.9,Gas_Natural,Noite,Leste,87.3,10.12,87.9,19,0,-35.32,412939,FW-35EC2,1
EQP-32675,5618.7,Hibrido,Noite,Sul,81.1,9.6,126.0,285,2,-30.0,349374,FW-4BC6F,1
EQP-32676,2654.0,Eletrico,Noite,Sul,88.0,4.24,71.9,303,1,16.79,932758,FW-97C50,1
EQP-32677,7842.2,diesel,Manha,Leste,60.6,3.36,83.3,6,0,-11.54,773035,FW-C7401,0
EQP-32678,5076.9,Diesel,Noite,Oeste,84.3,7.84,78.8,75,0,-4.91,868857,FW-DD333,1
EQP-32679,7828.9,Gas_Natural,Manha,Leste,40.6,9.85,102.1,73,0,-34.83,491223,FW-D53A4,0
EQP-32680,1868.2,Hibrido,Tarde,Norte,60.9,1.9,106.8,299,0,-25.41,742448,FW-96B07,1
EQP-32681,10004.4, DIESEL ,Tarde,Norte,85.2,0.93,83.3,259,2,-27.84,186720,FW-4134D,1
EQP-32682,,Eletrico,Manha,Norte,93.9,10.89,86.3,71,2,9.14,262909,FW-F1BBE,1
EQP-32683,3359.9, DIESEL ,Manha,Oeste,99.0,9.09,102.1,70,1,-7.79,878001,FW-F3EF0,1
EQP-32684,8518.3,Eletrico,Tarde,Sul,93.9,5.96,105.5,116,1,27.98,240348,FW-720E4,0
EQP-32685,2782.4, DIESEL ,Manha,Leste,66.5,7.31,105.1,361,2,-56.9,382647,FW-46FA9,1
EQP-32686,5756.7,Diesel,Noite,Sul,94.4,1.51,75.9,100,1,52.8,929681,FW-D9A66,1
EQP-32687,5152.4,Gas_Natural,Manha,Sul,85.7,,109.1,127,0,-14.07,379223,FW-66DA1,1
EQP-32688,7051.3,Diesel,Noite,Leste,81.4,0.98,107.5,3,0,28.62,874776,FW-25A02,1
EQP-32689,4856.8,Eletrico,Tarde,Leste,72.3,0.57,127.6,140,2,24.21,592372,FW-3C708,1
EQP-32690,4856.3,Hibrido,Manha,Leste,91.5,1.16,94.9,152,1,-8.92,529482,FW-6FA5A,0
EQP-32691,11492.0,diesel,Tarde,Sul,105.2,,95.9,204,0,10.09,827682,FW-27BE0,1
EQP-32692,7238.9,Eletrico,Tarde,Norte,75.6,6.28,113.9,2,1,-30.31,467994,FW-96CEA,0
EQP-32693,2068.3, DIESEL ,Tarde,Oeste,115.5,2.59,66.2,197,1,7.56,653636,FW-CA3DB,1
EQP-32694,439.4,Diesel,Tarde,Leste,44.4,8.04,72.2,130,1,-31.64,941483,FW-A122B,0
EQP-32695,14232.4,diesel,Noite,Norte,50.4,,87.1,89,2,-51.24,304311,FW-22CA3,1
EQP-32696,14857.9, DIESEL ,Manha,Norte,67.1,5.22,98.6,104,0,16.59,996087,FW-8BD7A,1
EQP-32697,3266.5,Diesel,Noite,Norte,89.9,4.78,100.3,278,1,-65.03,315989,FW-A8D08,1
EQP-32698,10180.4,Eletrico,Tarde,Sul,95.9,0.74,110.5,100,1,23.69,588075,FW-79CAF,0
EQP-32699,,Eletrico,Noite,Sul,77.1,3.74,80.5,290,0,12.45,345335,FW-745BB,1
EQP-32700,12820.1,Eletrico,Tarde,Oeste,52.3,,102.5,294,0,2.27,398555,FW-8AA14,1
EQP-32701,2573.9,Diesel,Manha,Leste,72.3,1.14,92.2,114,2,15.48,890612,FW-9C7BE,0
EQP-32702,9121.5, DIESEL ,Tarde,Norte,78.7,3.04,96.9,283,2,-18.07,116788,FW-832AF,1
EQP-32703,, DIESEL ,Noite,Oeste,95.4,1.4,95.4,188,1,-60.31,178276,FW-DC799,0
EQP-32704,222.3,Diesel,Noite,Norte,78.6,0.71,89.6,217,1,77.99,811337,FW-46D39,0
EQP-32705,,Diesel,Manha,Norte,9.2,1.11,121.3,81,3,-32.79,480251,FW-E82CB,0
EQP-32706,9785.0,Diesel,Manha,Norte,100.6,2.45,111.4,140,1,28.01,397368,FW-BD8A8,1
EQP-32707,2604.3,Gas_Natural,Tarde,Sul,80.8,13.23,85.6,285,1,-13.6,400859,FW-E7508,1
EQP-32708,4053.7,Eletrico,Noite,Oeste,67.2,3.82,96.9,53,1,14.37,115523,FW-57042,0
EQP-32709,12007.3,Eletrico,Manha,Norte,77.5,8.42,80.5,96,1,26.75,116414,FW-AAAEB,1
EQP-32710,3416.2,Hibrido,Noite,Oeste,27.7,1.94,96.4,142,0,-20.45,332141,FW-E7A40,0
EQP-32711,1288.6,Diesel,Noite,Sul,87.3,1.54,82.0,125,0,7.27,265487,FW-B5903,0
EQP-32712,10576.5,diesel,Noite,Norte,52.5,0.51,94.9,180,0,8.58,814022,FW-97420,1
EQP-32713,, DIESEL ,Noite,Sul,67.8,5.13,119.0,44,2,-19.79,408613,FW-35614,1
EQP-32714,9211.8,Diesel,Tarde,Oeste,40.7,,109.3,198,1,41.22,461643,FW-A2FD2,1
EQP-32715,7500.4,diesel,Noite,Leste,110.1,3.07,69.9,163,0,11.55,432737,FW-18CA8,1
EQP-32716,14416.8,Gas_Natural,Tarde,Leste,81.1,5.72,93.1,195,0,53.84,284940,FW-9BB05,1
EQP-32717,6949.9, DIESEL ,Noite,Leste,102.6,2.56,90.1,92,1,-40.05,603979,FW-B17E1,0
EQP-32718,10154.9,Diesel,Tarde,Oeste,103.9,,142.7,283,0,-6.25,829194,FW-7E2C7,1
EQP-32719,8351.9,diesel,Noite,Sul,113.6,6.54,88.2,145,1,-18.3,394108,FW-C5C3C,1
EQP-32720,1619.3,diesel,Manha,Leste,77.4,2.76,102.1,221,1,63.97,406093,FW-A622D,1
EQP-32721,2878.0,Diesel,Tarde,Norte,59.0,3.47,110.4,174,0,4.51,759720,FW-46788,1
EQP-32722,9998.5,Hibrido,Tarde,Oeste,78.4,,94.9,263,2,-0.05,870753,FW-91C35,1
EQP-32723,12149.6,Eletrico,Manha,Oeste,111.8,2.09,107.2,66,0,3.72,720327,FW-D0A59,0
EQP-32724,8302.9,Diesel,Manha,Leste,58.8,1.03,99.3,138,0,9.91,799012,FW-9D688,1
EQP-32725,1888.4,Diesel,Manha,Leste,60.5,5.68,79.3,13,0,5.82,903118,FW-DC088,1
EQP-32726,13627.2,Diesel,Tarde,Sul,91.2,1.56,94.0,198,2,46.02,357528,FW-A92F3,1
EQP-32727,1204.2,Eletrico,Tarde,Sul,106.8,,104.4,184,0,62.02,710488,FW-6F1A1,1
EQP-32728,11635.5,Gas_Natural,Manha,Norte,50.3,6.69,81.3,61,1,-88.98,859837,FW-71BAF,1
EQP-32729,9734.1,Diesel,Manha,Sul,63.3,6.06,81.6,167,1,28.87,123716,FW-DDF7D,1
EQP-32730,266.5,Eletrico,Tarde,Sul,76.5,3.27,94.4,115,0,31.32,281808,FW-A861C,0
EQP-32731,8918.3,Eletrico,Tarde,Oeste,86.4,14.7,89.2,106,1,-86.32,912662,FW-37F58,1
EQP-32732,6487.4,diesel,Tarde,Leste,81.8,0.62,73.0,100,0,-15.72,355252,FW-A4949,1
EQP-32733,9350.3, DIESEL ,Tarde,Sul,87.1,7.88,88.1,322,0,21.9,537181,FW-203B8,1
EQP-32734,3273.7,Diesel,Manha,Sul,65.8,7.35,94.1,319,1,36.43,921489,FW-CC00C,1
EQP-32735,3559.6,Diesel,Tarde,Norte,75.4,1.48,134.5,215,1,-16.76,827065,FW-7C868,1
EQP-32736,4963.8,Eletrico,Tarde,Norte,46.8,2.44,94.0,180,0,13.21,760077,FW-526D4,0
EQP-32737,394.2,Diesel,Manha,Norte,76.3,2.35,107.8,55,0,-12.86,146413,FW-653B8,0
EQP-32738,3162.8, DIESEL ,Tarde,Norte,75.7,5.16,79.0,49,1,-1.92,465982,FW-8822A,1
EQP-32739,3637.9,Eletrico,Tarde,Leste,72.9,0.78,103.2,295,0,32.32,725123,FW-362F5,1
EQP-32740,1553.6,Gas_Natural,Noite,Norte,59.7,7.26,90.5,230,1,-25.95,801024,FW-3088A,1
EQP-32741,2037.3,Gas_Natural,Noite,Oeste,82.2,10.99,96.8,276,1,-7.44,617181,FW-CCE28,1
EQP-32742,11667.4,Eletrico,Manha,Norte,48.3,7.14,117.9,34,1,48.17,817455,FW-8A72A,1
EQP-32743,4733.1,Eletrico,Manha,Oeste,36.2,0.83,139.0,141,0,4.66,765608,FW-577BA,0
EQP-32744,7887.3, DIESEL ,Noite,Sul,52.7,3.19,99.8,61,1,-7.04,621588,FW-6A19C,0
EQP-32745,9603.5, DIESEL ,Manha,Oeste,38.6,12.65,83.3,324,2,-38.57,653208,FW-EF076,1
EQP-32746,13414.3,Diesel,Manha,Norte,53.4,1.45,89.3,271,0,-32.96,672309,FW-5A726,1
EQP-32747,404.7,Hibrido,Tarde,Norte,86.6,3.2,91.9,146,1,9.95,121889,FW-76824,0
EQP-32748,7901.2,Gas_Natural,Manha,Norte,69.6,0.82,114.9,37,0,-3.35,711910,FW-B1D89,0
EQP-32749,4856.7,Eletrico,Noite,Oeste,37.8,2.8,107.9,236,0,57.97,961412,FW-AB6CF,0
EQP-32750,14709.8,Diesel,Manha,Sul,60.9,4.65,122.1,142,0,48.01,792247,FW-33FBC,1
EQP-32751,9719.6,Diesel,Tarde,Leste,69.1,15.28,80.3,33,0,-28.65,412208,FW-EF102,1
EQP-32752,7228.6,Gas_Natural,Manha,Norte,69.0,0.56,114.5,73,0,12.4,312203,FW-4DF51,0
EQP-32753,14217.0,Gas_Natural,Manha,Oeste,61.8,0.98,103.3,123,1,-49.82,557350,FW-5E06B,1
EQP-32754,13748.8,Gas_Natural,Noite,Oeste,50.9,1.11,86.8,260,3,-33.5,139221,FW-BD4F4,1
EQP-32755,14044.7, DIESEL ,Tarde,Norte,90.1,2.74,106.2,329,0,-36.36,941764,FW-7DD7D,1
EQP-32756,3183.5,Eletrico,Tarde,Oeste,97.7,1.3,125.1,122,1,-13.76,104180,FW-D50C1,1
EQP-32757,6782.0,Hibrido,Manha,Leste,68.4,,103.6,121,1,3.44,479008,FW-80949,1
EQP-32758,7553.5,Gas_Natural,Tarde,Norte,74.2,0.79,111.4,149,0,-12.19,700616,FW-ABDFE,0
EQP-32759,11742.4,Eletrico,Noite,Norte,63.7,13.29,87.6,28,0,-26.55,915988,FW-720E2,1
EQP-32760,3557.2,Diesel,Tarde,Norte,91.8,6.98,96.3,132,1,-54.96,883502,FW-7F516,1
EQP-32761,12788.8,Diesel,Manha,Sul,81.5,7.85,100.0,354,0,-9.02,984412,FW-96A91,1
EQP-32762,2684.2,Eletrico,Tarde,Norte,70.0,5.22,92.2,224,0,36.73,865912,FW-80055,1
EQP-32763,4393.1,Eletrico,Manha,Sul,73.4,1.48,104.4,292,2,-42.73,987125,FW-CC919,1
EQP-32764,2889.4, DIESEL ,Tarde,Leste,46.7,9.51,114.0,173,1,-39.19,371770,FW-6C4D9,1
EQP-32765,4965.7,Hibrido,Noite,Oeste,62.1,12.0,101.1,73,2,0.54,664150,FW-DEBE6,1
EQP-32766,3428.6,Hibrido,Noite,Leste,61.5,2.99,93.4,335,0,7.04,624547,FW-C95BD,1
